OBJECTID,X,Y,Z
274,-184159,-2323732,973.7817008
275,-182975,-2322408,977.9258173
276,-182178,-2322966,969.6917221
277,-181785,-2322862,970.1046541
278,-181326,-2322312,981.1943153
279,-181196,-2322322,981.870248
280,-181044,-2322784,977.689148
281,-181103,-2323117,977.1819272
282,-183917,-2324292,982.054402
283,-183608,-2324316,981.1990427
284,-183415,-2324354,980.8630117
285,-183358,-2324358,980.8545772
286,-183401,-2324175,977.2153963
287,-183591,-2324205,979.3341185
288,-183682,-2324220,980.0486936
289,-184167,-2324249,981.7418052
290,-182631,-2323538,967.7330338
291,-183642,-2322986,974.1226964
292,-183829,-2322971,975.1869083
293,-183984,-2322351,983.3761255
294,-184107,-2321936,988.6884653
295,-183967,-2321925,987.365974
296,-183760,-2321896,984.8437465
297,-183679,-2321902,984.617278
298,-183583,-2321932,984.4394239
299,-183437,-2321944,983.6140678
300,-183281,-2321934,982.6846489
301,-183222,-2322006,982.7103413
302,-183129,-2321968,982.3834656
303,-183054,-2321952,982.3722628
304,-182973,-2322071,982.0379216
305,-182888,-2322640,976.4628672
306,-182869,-2322304,979.4285669
307,-182355,-2323244,968.1643183
308,-182274,-2323251,967.8052736
309,-182292,-2323384,967.4308468
310,-181755,-2323314,970.8449698
311,-181977,-2323319,969.3557387
312,-181791,-2323559,976.7959018
313,-182749,-2324204,975.7368827
314,-182885,-2324171,975.8488152
315,-183035,-2323371,970.6954201
316,-183043,-2323055,972.0997647
317,-183249,-2322972,973.8311889
318,-182401,-2323106,969.0625207
319,-182270,-2323724,974.575959
320,-182143,-2323464,970.0263682
321,-181964,-2323163,968.5137995
322,-183274,-2322880,975.4689691
323,-182226,-2322647,971.4658652
324,-182112,-2323061,968.7264613
325,-182112,-2323061,968.7264613
326,-181829,-2323938,986.7660591
327,-182561,-2324106,976.3056459
328,-182094,-2324300,986.2830711
329,-181838,-2322902,969.5174471
330,-181803,-2322455,975.065273
331,-181587,-2322832,970.4334848
332,-181545,-2323128,969.9503627
333,-181483,-2323493,977.9218382
334,-181877,-2323822,983.2242064
335,-181589,-2323800,985.8876359
336,-181215,-2323829,991.6237706
337,-181451,-2323810,987.8446533
338,-182185,-2323370,968.1854705
339,-181497,-2323874,988.9756294
340,-182719,-2323193,969.6753827
341,-183141,-2323880,971.434938
342,-183177,-2324035,974.4192565
343,-184513,-2323457,975.324392
344,-184535,-2323522,976.1273528
345,-184619,-2323763,978.1406727
346,-183479,-2323719,970.5501647
347,-183294,-2323643,969.5185289
348,-182150,-2322720,970.7251785
349,-182017,-2322686,971.2163713
350,-182321,-2322392,975.9410352
351,-182150,-2323553,971.8775575
352,-181742,-2323765,983.303664
353,-181816,-2323984,987.8734694
354,-181911,-2324157,989.0081571
355,-181642,-2324268,994.0599911
356,-182310,-2324126,981.8033259
357,-182113,-2324119,985.1011909
358,-181998,-2323700,977.5597018
359,-182067,-2323740,977.9919423
360,-181219,-2323356,978.446413
361,-181326,-2323573,982.526572
362,-181271,-2323914,992.9038733
363,-181150,-2324149,998.4224511
364,-181286,-2324206,997.347324
365,-182067,-2324572,987.069515
366,-181985,-2324579,988.1538629
367,-182995,-2324319,979.2932582
368,-182916,-2324348,979.6434183
369,-182729,-2324475,981.8205909
370,-183580,-2323958,974.444663
371,-183754,-2323989,975.9258641
372,-183837,-2323893,974.5632762
373,-183802,-2323873,973.949418
374,-183937,-2324133,979.547623
