OBJECTID,X,Y,Z
470,-184555,-2326365,974.901098
471,-184807,-2325994,974.050209
472,-184760,-2326208,974.5856123
473,-184487,-2326160,973.3536674
474,-184160,-2326221,975.3554147
475,-184158,-2325553,971.607192
476,-183719,-2325658,974.4229293
477,-183856,-2325295,975.5546264
478,-183837,-2325051,977.4678697
479,-183943,-2324937,978.1451692
480,-183614,-2325139,977.8065265
481,-183474,-2325150,978.0209464
482,-182894,-2325090,977.8667834
483,-182810,-2324991,978.1419434
484,-183463,-2325326,976.5364184
485,-183940,-2325711,973.0293281
486,-184085,-2326086,974.0995094
487,-184368,-2326591,977.125738
488,-184683,-2326531,976.6173815
489,-184993,-2326084,975.7768948
490,-184054,-2326335,976.5090839
491,-182919,-2326213,981.3827311
492,-182732,-2325947,979.9019511
493,-183566,-2325670,972.881981
494,-183718,-2325482,974.5151532
495,-183749,-2326042,975.5470235
496,-183664,-2326260,978.097237
497,-183658,-2326507,979.8787186
498,-183079,-2325814,976.6407541
499,-182904,-2326355,983.3486558
500,-182860,-2326605,986.2836952
501,-182844,-2326078,980.3113775
502,-182744,-2325453,977.0834973
503,-183581,-2326020,975.7274647
504,-183756,-2325971,975.2139895
505,-184224,-2326708,978.2335339
506,-184971,-2326614,980.15752
507,-185321,-2326515,983.5425486
508,-185291,-2325814,979.335755
509,-185199,-2325294,984.4575171
510,-185007,-2325134,980.883695
511,-184612,-2324989,977.4676957
512,-184743,-2324873,979.6316424
513,-183808,-2324842,979.3036394
514,-183595,-2324894,979.2140391
515,-184335,-2326172,973.9558621
516,-184170,-2326677,978.6073457
517,-183545,-2326691,981.3165465
518,-183230,-2326751,983.5446432
519,-183014,-2326768,984.7836807
520,-182912,-2326776,986.3462401
521,-182843,-2326712,987.2474145
522,-182737,-2325524,977.3615827
523,-184005,-2325881,973.0895418
524,-184049,-2325632,971.9682115
525,-183904,-2325573,973.2227582
526,-183822,-2325509,973.3404703
527,-184003,-2325530,973.0919632
528,-184666,-2325512,972.3899765
529,-184756,-2325998,973.1640654
530,-184150,-2326257,975.5940784
531,-183322,-2325971,976.3487814
532,-182994,-2325539,975.689628
533,-182743,-2325278,977.6149188
534,-182777,-2325064,978.5087044
535,-183065,-2325147,976.8069126
536,-183020,-2325221,976.5257714
537,-183810,-2325193,976.6989293
538,-184304,-2325295,972.9558844
539,-183360,-2326460,980.7871648
540,-183364,-2326671,982.5217714
541,-184500,-2326159,973.2941903
542,-184591,-2326011,972.2410162
543,-184901,-2326373,976.8219714
544,-185190,-2326315,979.607363
545,-185077,-2325691,977.1078524
546,-184981,-2325452,976.8339481
547,-184970,-2325312,978.065642
548,-184787,-2325749,972.8356906
549,-184196,-2325866,971.8825373
550,-183214,-2325909,976.6013504
551,-182892,-2326356,983.3155242
552,-182740,-2326544,987.2568898
553,-182716,-2326405,985.4995195
554,-183131,-2326478,981.9684501
555,-183160,-2326511,982.1908043
556,-183616,-2325490,973.4966542
557,-183616,-2325490,973.4966542
558,-183560,-2325424,974.5247169
559,-182926,-2325650,976.6186979
560,-183001,-2325961,978.380787
561,-183183,-2326157,978.6004635
562,-184010,-2326584,978.7074311
563,-184255,-2326776,978.4533111
564,-185276,-2325781,979.0147968
565,-185292,-2325990,979.5009425
566,-183959,-2326272,976.6696802
567,-184131,-2325696,971.9640082
568,-184314,-2326068,973.3739787
569,-184386,-2326168,973.6748311
570,-184437,-2326164,973.172857
571,-184488,-2325527,970.5102554
572,-184450,-2325530,970.4251529
573,-183682,-2325837,974.6400925
574,-183457,-2325573,974.6577173
575,-183765,-2326076,975.6094026
576,-183149,-2326371,981.2048275
